ECD51022,SLC-8K,[1CE]K9FAGD8U0M
ECD38472,MLC-8K,[1CE]K9G8G08U0C(32NM)#[2CE]K9LAG08U1C(32NM)#[4CE]K9HBG08U5C(32NM)
ECD35525,MLC-2K,[1CE]K9L8G08U0M(90NM)#[1CE]K9L8G08U0A(60NM)#[2CE]K9HAG08U1M(90NM)#[4CE]K9MBG08U5M(90NM)
ECD35195,SLC-2K,[1CE]K9K8G08U0M(70NM)#[1CE]K9K8G08U0A(60NM)#[1CE]K9K8G08U0B(60NM)#[2CE]K9WAG08U1M(70NM)#[2CE]K9WAG08U1A(60NM)#[2CE]K9WAG08U1B(60NM)#[4CE]K9NBG08U5M(70NM)#[4CE]K9NBG08U5A(60NM)
ECD314A5,MLC-4K,[1CE]K9G8G08U0A(51NM)#[1CE]K9G8G08U0B(59NM)#[2CE]K9LBG08U1M(51NM)#[4CE]K9HCG08U5M(51NM)
ECD31425,MLC-2K,[1CE]K9G8G08U0M(60NM)#[2CE]K9LAG08U1M(60NM)#[4CE]K9HBG08U5M(60NM)
ECD310A6,SLC-4K,[1CE]K9F8G08U0M(51NM)#[2CE]K9KAG08U1M(51NM)#[4CE]K9WBG08U5M(51NM)
ECD31019,SLC-4K,[1CE]K9F8G08U0A#[2CE]K9KAG08U1A#[4CE]K9WBG08U5A
ECCCC155,SLC-2K,[1CE]K9K4G16U0M(90NM)#[1CE]K9K4G16U0A(60NM)#[2CE]K9W8G16U1M(90NM)#[2CE]K9W8G16U1A(60NM)#[4CE]K9QAG16U5M(90NM)#[4CE]K9QAG16U5A(60NM)
ECCA8055,SLC-2K,[1CE]K9F2G16U0M(90NM)#[1CE]K9F2G16U0A(60NM)#[2CE]K9K4G16U1M(90NM)#[2CE]K9K4G16U1A(60NM)#[4CE]K9W8G16U5M(90NM)#[4CE]K9W8G16U5A(60NM)
ECC18055,SLC-2K,[1CE]K9F1G16U0M(90NM)#[2CE]K9K2G16U1M(90NM)#[4CE]K9W4G16U5M(90NM)
ECAEA47E,MLC-8K,[1CE]K9GCGD8S0M#[2CE]K9LDGD8S1M#[4CE]K9HFGY8S5M
ECAA8015,SLC-2K,[1CE]K9F2G08R0M(90NM)#[2CE]K9K4G08R1M(90NM)#[4CE]K9W8G08R5M(90NM)
EC79A5C0,SLC-512,[1CE]K9K1G08U0M#[1CE]K9K1G08U0A(90NM)
EC76A5C0,SLC-512,[1CE]K9F1208U0M#[1CE]K9F1208U0A#[1CE]K9F1208U0B
EC76A5BD,SLC-512,[1CE]K9K1208U0C
EC765A3F,SLC-512,[1CE]K9F1208U0C
EC75A5BD,SLC-512,[1CE]K9F5608U0A#[1CE]K9F5608U0B#[1CE]K9F5608U0C
EC73A5EC,SLC-512,[1CE]K9F2808U0B
EC73A533,SLC-512,[1CE]K9F2808U0C
EC3AE57E,MLC-8K,[4CE]K9PHGY8U5M
EC3AD9CE,TLC-8K,[1CE]K9BDGD8U0M(27NM)#[2CE]K9CFGD8U1M(27NM)#[4CE]K9OHGD8U5M(27NM)
EC36A5C0,SLC-512,[1CE]K9F1208R0B
EC35A5BD,SLC-512,[1CE]K9F5608R0D
EC1AE57E,MLC-8K,[4CE]K9PHGY8S5M
C176C176,MLC-512,[1CE]HYF33DS512800ATC
C1662941,MLC-512,[1CE]HYF31DS512805BTC
ADF1801D,SLC-2K,[1CE]HY27UF081G2A(70NM)#[1CE]HY27UF081G2B(60NM)
ADF18015,SLC-2K,[1CE]HY27UF081G2M(90NM)
ADF1001D,SLC-2K,[1CE]H27U1G8F2BTR(48NM)
ADDE959A,MLC-8K,[2CE]H27UDG8V5ATR(32NM)#[4CE]H27UEG8YEA(32NM)
ADDE94D2,MLC-8K,[1CE]H27UCG8T2MYR(26NM)
ADDC8425,MLC-2K,[1CE]HY27UT084G2M(90NM)#[2CE]HY27UU088G5M(90NM)
ADDC8095,SLC-2K,[1CE]HY27UF084G2M(70NM)#[2CE]HY27UG088G5M(70NM)
ADDC8015,SLC-2K,[1CE]HY27UG084G2M(90NM)#[1CE]HY27UH084G2M(90NM)
ADDC14A5,MLC-2K,[1CE]HY27UT084G2A(57NM)
ADDC1095,SLC-2K,[1CE]HY27UF084G2B(57NM)#[2CE]HY27UG088G5B(57NM)
ADDA801D,SLC-2K,[1CE]HY27UF082G2A(70NM)
ADDA8015,SLC-2K,[1CE]HY27UG082G2M(90NM)#[1CE]HY27UF082G2M(90NM)
ADDA14A5,MLC-2K,[1CE]HY27UT082G2M(48NM)
ADDA1095,SLC-2K,[1CE]HY27UF082G2B(57NM)
ADD7983D,TLC-4K,[1CE]H27UBG8M2M
ADD79525,MLC-4K,[2CE]H27UCG8V5ATR(41NM)
ADD794DA,MLC-8K,[1CE]H27UBG8T2BTR(26NM)
ADD7949A,MLC-8K,[1CE]H27UBG8T2ATR(32NM)#[2CE]H27UCG8U5ATR(32NM)#[4CE]H27UDG8VFATR(32NM)
ADD79425,MLC-4K,[1CE]H27UBG8T2MYR(41NM)#[2CE]H27UCG8UDMYR(41NM)#[4CE]H27UDG8VEMYR(41NM)
ADD755B6,MLC-4K,[2CE]H27UCG8V5MTR(48NM)#[4CE]H27UDG8YFMXR(48NM)
ADD7188D,TLC-8K,[1CE]HY27UBG8M2A(32NM)
ADD71835,TLC-4K,[2CE]H2EUCG8N1MYR(48NM)#[4CE]H2EUDG8P1MXR(48NM)
ADD5949A,MLC-8K,[1CE]H27UAG8T2BTR(32NM)
ADD59425,MLC-4K,[1CE]H27UAG8T2ATR(41NM)
ADD555A5,MLC-2K,[1CE]HY27UU08AG2M(60NM)#[1CE]HY27UU08AG2A(57NM)#[2CE]HY27UV08BG5M(60NM)#[2CE]HY27UV08BG5A(57NM)#[4CE]HY27UW08CGFM(60NM)#[4CE]HY27UW08CGFA(57NM)
ADD551A6,SLC-4K,[2CE]H27UBG8H5M
ADD5182D,MLC-8K,[1CE]H27UAG8M2MYR(41NM)
ADD514B6,MLC-4K,[1CE]H27UAG8T2MTR(48NM)#[2CE]H27UBG8U5MTR(48NM)#[4CE]H27UCG8VFMTR(48NM)
ADD3C195,SLC-2K,[1CE]HY27UG088G2M(60NM)#[2CE]HY27UH08AG5M(60NM)
ADD38525,MLC-2K,[1CE]HY27UU088G2M(90NM)#[2CE]HY27UV08AG5M(90NM)#[4CE]HY27UW08BGFM(90NM)
ADD38015,SLC-2K,[1CE]HY27UH088G2M(70NM)
ADD35195,SLC-2K,[1CE]HY27UG088G2B(57NM)#[2CE]HY27UH08AG5B(57NM)#[4CE]HY27UK08BGFB(57NM)
ADD35095,SLC-2K,[1CE]HY27UG088G2B(57NM)
ADD314B6,MLC-4K,[1CE]H27U8G8T2BTR(48NM)
ADD314A5,MLC-2K,[1CE]HY27UT088G2M(60NM)#[1CE]HY27UT088G2A(57NM)#[2CE]HY27UU08AG5M(60NM)#[2CE]HY27UU08AG5A(57NM)#[4CE]HY27UV08BGFM(60NM)#[4CE]HY27UV08BGFA(57NM)
ADD310A6,SLC-2K,[1CE]H27U8G8F2MTR(48NM)
AD79AD79,SLC-2K,[1CE]HY27UA081G1B(70NM)
AD79A500,SLC-2K,[1CE]HY27UA081G1M(70NM)#[2CE]HY27UB082G4M(70NM)
AD78A500,SLC-512,[1CE]HY27SS081G1M#[1CE]HY27SS081G1A#[1CE]HY27SS081G1B
AD76AD76,SLC-512,[1CE]HY27US08121A(70NM)
AD75AD75,SLC-512,[1CE]HY27US08561B(90NM)
AD75A500,SLC-512,[1CE]HY27US08561M(90NM)#[1CE]HY27US08561A(90NM)
AD73AD73,SLC-512,[1CE]HY27US08281M(90NM)#[1CE]HY27US08281A(90NM)
98F19095,SLC-2K,[1CE]TC58NVG0S3BTG00(90NM)
98F18095,SLC-2K,[1CE]TC58NVG0S3AFT(130NM)#[1CE]TC58NVG0S3BFT(90NM)#[1CE]TC58DVM92A3TA00(130NM)
98F08095,SLC-512,[1CE]TC58NVM9S3CTA00(70NM)
98DEA882,TLC-8K,[1CE]TC58NVG6T7FLA19(32NM)
98DEA482,MLC-8K,[1CE]TC58NVG6D2HTA00(24NM)#[1CE]TC58TEG6D2HTA00(24NM)#[2CE]TH58NVG7D2HTA20(24NM)#[2CE]TH58TEG7D2HTA20(24NM)#[4CE]TH58TEG8D2HBA8C(24NM)
98DE9532,MLC-8K,[4CE]TH58NVG8D2ELA89(43NM)
98DE9482,MLC-8K,[1CE]TC58NVG6D2GTA00(24NM)#[2CE]TH58NVG7D2GTA20(24NM)
98DC94BA,MLC-4K,[1CE]TC58NVG2D1DTG00(56NM)
98DC84E5,MLC-2K,[1CE]TC58NVG2D9BFT00(90NM)
98DC84A5,MLC-2K,[1CE]TC58NVG2D4BFT00(90NM)
98DC8425,MLC-2K,[1CE]TC58NVG2DXB(90NM)
98DC8195,SLC-2K,[2CE]TH58NVG2S3B(90NM)
98DB9095,SLC-8K,[1CE]TC58NVG2S3ETA00(43NM)
98DAA5C0,MLC-512,[1CE]TC58DVG14B1FT00(130NM)
98DA9095,SLC-8K,[1CE]TC58NVG1S3ETA00(43NM)
98DA9015,MLC-2K,[1CE]TC58NVG1S3ETA00(43NM)
98DA84A5,MLC-2K,[1CE]TC58NVG1D4BTG00(90NM)
98DA8195,SLC-2K,[1CE]TC58NVG1S3BFT(90NM)#[2CE]TH58NVG1S3AFT(130NM)
98DA8095,MLC-512,[1CE]TC58DVG14B1FT00(130NM)
98D799B2,TLC-8K,[1CE]TC58NVG5T2ETA20(43NM)#[2CE]TH58NVG6T2ETA2A(43NM)
98D798B2,TLC-8K,[1CE]TC58NVG5T2ETA00(43NM)#[2CE]TH58NVG6T2ETA20(43NM)
98D79882,TLC-8K,[1CE]TC58NVG5T7FLA19(32NM)
98D795BA,MLC-4K,[2CE]TH58NVG6D1DTG20(56NM)
98D79532,MLC-8K,[1CE]TH58NVG5D2ETA00(43NM)#[2CE]TH58NVG6D2ETA20(43NM)
98D79432,MLC-8K,[1CE]TC58NVG5D2FTA00(32NM)#[1CE]TC58NVG5D2ELA48(43NM)#[1CE]TC58NVG5D2FTA10(32NM)#[2CE]TC58NVG6D2FTA20(43NM)#[4CE]TC58NVG7D2ELA48(43NM)
98D598B2,TLC-8K,[1CE]TH58NVG4T2ETA00(43NM)#[2CE]TH58NVG5T2ETA20(43NM)
98D59883,TLC-8K,[1CE]TH58NVG4T2DTG00(56NM)#[2CE]TH58NVG5T2DTG20(56NM)
98D59532,MLC-8K,[1CE]TC58NVG5D2ETG00(43NM)
98D594BA,MLC-4K,[1CE]TC58NVG4D1DTG00(56NM)#[2CE]TH58NVG5D1DTG20(56NM)#[4CE]TH58NVG6D1DTG80(56NM)
98D59432,MLC-8K,[1CE]TC58NVG4D2ETA00(43NM)#[2CE]TH58NVG5D2ETA20(43NM)
98D58882,TLC-8K,[1CE]TC58NVG4T2FTA00(32NM)
98D585A5,MLC-2K,[1CE]TH58NVG4D4CTG00(70NM)#[2CE]TH58NVG5D4CTG20(70NM)
98D394BA,MLC-4K,[1CE]TC58NVG3D1DTG00(56NM)
98D39432,MLC-8K,[1CE]TC58NVG3D2FTA00(32NM)
98D385A5,MLC-2K,[1CE]TH58NVG3D4BTG00(90NM)
98D384E5,MLC-2K,[1CE]TC58NVG3D9CTG00(70NM)
98D384BA,MLC-4K,[1CE]TC58NVG3D1DTG00(56NM)
98D384A5,MLC-2K,[1CE]TC58NVG3D4CTG10(70NM)
98D38432,MLC-8K,[1CE]TC58NVG3D2ETA00(43NM)
98D19095,SLC-8K,[1CE]TC58NVG0S3ETA00(43NM)
98D19015,MLC-2K,[1CE]TC58NVG0S3ETA00(43NM)
98979882,TLC-8K,[1CE]TC58NVG5T2FTA00(32NM)
9879A5C0,MLC-512,[1CE]TC58DVG04B1FT00(130NM)#[1CE]TC58DVG02A1FT(130NM)
9876A5C0,SLC-512,[1CE]TC58DVM92A1FT(130NM)#[1CE]TC58512AFT(130NM)
9875A5BA,SLC-512,[1CE]TC58DVM82A1FT(130NM)#[1CE]TC58256AFT(130NM)
9873A5BA,SLC-512,[1CE]TC58DVM72A1FT(130NM)#[1CE]TC58128AFT(130NM)
92DC0015,SLC-2K,[1CE]P1U4GA31DT(90NM)
89DC9095,SLC-2K,[1CE]JS29F04G08AANB1(72NM)#[2CE]JS29F08G08CANC1(50NM)
89D7D53E,MLC-4K,[2CE]JS29F64G08FAMC1(50NM)
89D7943E,MLC-4K,[1CE]JS29F32G08AAMD1(34NM)#[1CE]JS29F32G08AAMD2(34NM)#[2CE]JS29F64G08CAMD1(34NM)#[2CE]JS29F64G08CAMD2(34NM)#[4CE]JS29F16B08JAMD1(34NM)#[4CE]JS29F16B08JAMD2(34NM)
89D5D5A5,MLC-2K,[2CE]JS29F32G08FAMB1(72NM)#[2CE]JS29F32G08FAMB2(72NM)
89D5D12E,SLC-4K,[2CE]JS29F32G08FAMC1(50NM)#[2CE]JS29F32G08FANC1(50NM)
89D5943E,MLC-4K,[1CE]JS29F16G08AAMC1(50NM)#[2CE]JS29F32G08CAMC1(50NM)
89D3D195,SLC-2K,[1CE]JS29F08G08AANB1(72NM)
89D394A5,MLC-2K,[1CE]JS29F08G08AAMB1(72NM)#[1CE]JS29F08G08AAMB2(72NM)#[2CE]JS29F16G08CAMB2(72NM)
89D3942D,MLC-2K,[1CE]JS29F08G08AAMC1(50NM)
89D3902E,SLC-4K,[1CE]JS29F08G08AANC1(50NM)#[2CE]JS29F16G08CANC1(50NM)
89AA8015,SLC-2K,[1CE]JS29F2G08ABC(90NM)
898880AE,SLC-4K,[4CE]I29F64G08JAND2(34NM)
8988285F,TLC-8K,[1CE]JS29F64G08AATE1(25NM)
8988244B,MLC-8K,[1CE]JS29F64G08AAME1(25NM)#[2CE]JS29F16B08CAME1(25NM)#[4CE]JS29F32B08JAME1(25NM)
8988044B,MLC-8K,[1CE]JS29F64G08AAME1(25NM)#[2CE]JS29F16B08CAME1(25NM)#[4CE]JS29F32B08JAME1(25NM)
896880AE,SLC-4K,[2CE]I29F32G08CAND2(34NM)
8968244A,MLC-4K,[1CE]JS29F32G08AAME1(25NM)
89682446,MLC-4K,[1CE]JS29F32G08AAMDB(34NM)
89680446,MLC-4K,[1CE]JS29F32G08AAMDA(34NM)#[2CE]JS29F64G08CAMDB(34NM)#[4CE]JS29F16B08JAMDB(34NM)
896801A6,SLC-4K,[2CE]I29F64G08AJABA(34NM)
894880AE,SLC-4K,[1CE]I29F16G08AAND2(34NM)
8948244A,MLC-4K,[1CE]JS29F16G08AAME1(25NM)
89482026,SLC-4K,[1CE]JS29F16G08AAND2(34NM)#[2CE]JS29F32G08CAND2(34NM)#[4CE]JS29F64G08JCND1(34NM)
8948044A,MLC-4K,[1CE]JS29F16G08AAME1(25NM)
89480446,MLC-4K,[1CE]I29F16G08ACMD1(34NM)
89480026,SLC-4K,[1CE]I29F16G08ABABA(34NM)
89380026,MLC-4K,[1CE]JS29F08G08AAMB2(72NM)
89280026,SLC-4K,[1CE]I29F8G08ABABA(34NM)
50504E01,MLC-8K,[2CE]H2DTEG8V01MYR(26NM)#[2CE]H2DTDG8V01MYR(26NM)
45DEA882,TLC-8K,[1CE]SDTNNNAHEM-008G(32NM)
45DE9532,MLC-8K,[4CE]SDZNNMDHER-032G(32NM)
45DE9482,MLC-8K,[1CE]SDTNPQAHEM-008G(24NM)#[1CE]SDTNOQAHER-008G(24NM)
45D798B2,TLC-8K,[1CE]SDTNNNAHEM-004G(32NM)
45D79432,MLC-8K,[1CE]SDTNNMAHEM-004G(32NM)
45D58882,TLC-8K,[1CE]SDTNNMAHSM-002G(32NM)
45CEA882,TLC-8K,[1CE]SDTNNNAHSM-008G(32NM)
45CE99B2,TLC-8K,[1CE]SDTNMNBHSM-008G(43NM)
45CE9532,MLC-8K,[4CE]SDZNNMDHER-032G(32NM)
45C798B2,TLC-8K,[1CE]SDTNMMBHSM-004G(32NM)#[1CE]SDTNMNAHEM-004G(43NM)#[1CE]SDTNMNAHSM-004G(43NM)
45C79882,TLC-8K,[1CE]SDTNNNAHSM-004G(32NM)
45C795FA,MLC-4K,[1CE]SDTNLLSHSM-4096(56NM)
45C598B2,TLC-8K,[1CE]SDTNMNAHEM-002G(43NM)#[1CE]SDTNMNAHSM-002G(43NM)
45C59883,MLC-4K,[1CE]SDTNLMAHSM-2048(56NM)
45689532,MLC-8K,[4CE]SDZNNMDHER-032G(32NM)
454C9BB2,TLC-8K,[1CE]SDTNNNDHEM-032G(D3)
454A9AB2,TLC-8K,[1CE]SDTNMNCHSM-016G(43NM)
2CDC9095,SLC-2K,[1CE]MT29F4G08AAA(72NM)#[1CE]MT29F4G08AAC(72NM)#[2CE]MT29F8G08DAA(72NM)
2CDC8425,MLC-2K,[1CE]MT29F4G08MAA(72NM)
2CDC8015,SLC-2K,[1CE]MT29F4G08BAB(72NM)#[1CE]MT29F4G08BAC(72NM)#[2CE]MT29F8G08FAB(72NM)#[2CE]MT29F8G08FAC(72NM)
2CDA9095,SLC-2K,[1CE]MT29F2G08AAA(90NM)
2CDA8095,SLC-2K,[1CE]MT29F2G08AAD(50NM)
2CDA8015,SLC-2K,[1CE]MT29F2G08AAB(90NM)#[1CE]MT29F2G08AAC(72NM)
2CD9D53E,MLC-4K,[2CE]MT29F128G08CJAAA(34NM)#[2CE]MT29F128G08TAA(34NM)
2CD7D53E,MLC-4K,[2CE]MT29F64G08TAA(50NM)
2CD7943E,MLC-4K,[1CE]MT29F32G08CBAAA(34NM)#[1CE]MT29F32G08MAA(34NM)#[2CE]MT29F64G08CFAAA(34NM)#[2CE]MT29F64G08QAA(34NM)
2CD5D12E,SLC-4K,[2CE]MT29F32G08FAA(50NM)
2CD595A5,MLC-2K,[2CE]MT29F32G08TAA(72NM)
2CD5943E,MLC-4K,[1CE]MT29F16G08MAA#[2CE]MT29F32G08QAA
2CD3D195,SLC-2K,[1CE]MT29F8G08BAA(72NM)#[2CE]MT29F16G08FAA(72NM)
2CD394A5,MLC-2K,[1CE]MT29F8G08MAA(72NM)#[2CE]MT29F16G08QAA(72NM)
2CD3942D,MLC-2K,[1CE]MT29F8G08MAD(50NM)
2CD3902E,SLC-4K,[1CE]MT29F8G08AAA(50NM)#[2CE]MT29F16G08DAA(50NM)
2CD18095,SLC-2K,[1CE]MT29F1G08AAC(72NM)
2CCC90D5,SLC-2K,[1CE]MT29F4G16AAC(90NM)
2CCC8055,SLC-2K,[1CE]MT29F4G16BAB(90NM)#[1CE]MT29F4G16BAC(90NM)
2CCA8055,SLC-2K,[1CE]MT29F2G16AAB(90NM)#[1CE]MT29F2G16AAC(90NM)
2CC39465,SLC-2K,[1CE]MT29F8G16MAA(90NM)
2CBC9055,SLC-2K,[1CE]MT29F4G16ABC(72NM)
2CBA8055,SLC-2K,[1CE]MT29F2G16ABA(90NM)
2CB180D5,SLC-2K,[1CE]MT29F1G16ABB
2CAC9015,SLC-2K,[1CE]MT29F4G08ABC
2CAC8015,SLC-2K,[1CE]MT29F4G08BBC
2CAA8015,SLC-2K,[1CE]MT29F2G08ABD(90NM)
2CA825CB,MLC-8K,[2CE]MT29F256G08CJAAA(25NM)
2CA805CB,MLC-8K,[4CE]MT29F256G08CJAAA(25NM)
2CA18095,SLC-2K,[1CE]MT29F1G08ABB
2C88285F,TLC-8K,[1CE]MT29F64G08EBAAA(25NM)
2C8824CB,MLC-8K,[1CE]MT29F64G08
2C88244B,MLC-8K,[1CE]MT29F64G08
2C88085F,TLC-8K,[1CE]MT29F64G08EBAAA(25NM)#[2CE]MT29F128G08EFAAA(25NM)
2C8805C6,MLC-4K,[2CE]MT29F128G08CJABA(34NM)
2C88044B,MLC-8K,[1CE]MT29F64G08CBAAA(25NM)#[2CE]MT29F128G08CFAAA(25NM)
2C8801A7,SLC-8K,[2CE]MT29F128G08AJAAA(25NM)
2C682446,MLC-4K,[1CE]MT29F32G08CBABA(34NM)
2C680856,TLC-4K,[1CE]MT29F32G08EBAAA(34NM)
2C68044A,MLC-4K,[1CE]MT29F32G08CBACA(25NM)#[2CE]MT29F64G08CFACA(25NM)
2C680446,MLC-4K,[1CE]MT29F32G08CBABA(34NM)#[2CE]MT29F64G08CFABA(34NM)
2C6801A6,SLC-4K,[2CE]MT29F64G08AJABA(34NM)
2C68002B,SLC-8K,[1CE]MT29F32G08ABAAA(25NM)
2C680027,SLC-8K,[1CE]MT29F32G08ABAAA(25NM)
2C64444B,MLC-8K,[1CE]MT29F64G08CBABA(20NM)#[2CE]MT29F128G08CFABA(20NM)#[4CE]MT29F256G08CMCBA(20NM)
2C482026,SLC-4K,[1CE]MT29F16G08AFABA
2C48044A,MLC-4K,[1CE]MT29F16G08CBACA(25NM)#[2CE]MT29F32G08CFACA(25NM)
2C480446,MLC-4K,[1CE]MT29F16G08CBABA(34NM)
2C480026,SLC-4K,[1CE]MT29F16G08ABABA(34NM)#[2CE]MT29F32G08AFABA(34NM)
2C380026,MLC-4K,[1CE]MT29F8G08ACAH1
2C280026,SLC-4K,[1CE]MT29F8G08ABABA(34NM)
20F1801D,SLC-2K,[1CE]NAND01GW3B2B(90NM)
20F18015,SLC-2K,[1CE]NAND01GW3B2A(90NM)
20F1001D,SLC-2K,[1CE]NAND01GW3B2C
20DC8425,MLC-2K,[1CE]NAND04GW3C2AN6(60NM)
20DC8095,SLC-2K,[1CE]NAND04GW3B2B(70NM)
20DC14A5,MLC-2K,[1CE]NAND04GW3C2BN6(60NM)
20DC1095,SLC-2K,[1CE]NAND04GW3B2DN6(60NM)
20DA801D,SLC-2K,[1CE]NAND02GW3B2C(70NM)
20DA8015,SLC-2K,[1CE]NAND02GW3B2A(90NM)
20DA1095,SLC-2K,[1CE]NAND02GW3B2DN6(60NM)
20D755B6,MLC-4K,[2CE]NAND64GW3D4A
20D551A6,SLC-4K,[1CE]NAND16GW3F2AN6
20D514B6,MLC-4K,[1CE]NAND16GW3D2AN6(48NM)
20D3C195,SLC-2K,[1CE]NAND08GW3B2A(70NM)
20D3C195,SLC-2K,[1CE]NAND08GW3B2A(70NM)
20D38525,MLC-2K,[1CE]NAND08GW3C2A(60NM)
20D35195,SLC-2K,[1CE]NAND08GW3B2C(70NM)
20D314B6,MLC-4K,[1CE]NAND08GW3D2A
